,mass A,,,,
t,x,y,θ,frame,
1.602,342.6,-296.3,-40.9,96
1.619,352.5,-285.0,-39.0,97
1.636,363.0,-271.8,-36.8,98
1.653,373.8,-256.5,-34.5,99
1.669,385.8,-239.1,-31.8,100
1.686,397.3,-219.9,-29.0,101
1.703,408.5,-198.5,-25.9,102
1.719,418.6,-175.2,-22.7,103
1.736,427.3,-151.0,-19.5,104
1.753,434.6,-126.1,-16.2,105
1.769,440.9,-99.35,-12.7,106
1.786,446.0,-70.49,-9.0,107
1.803,449.3,-41.05,-5.2,108
1.819,452.8,-2.439,-0.3,109
1.836,451.8,27.70,3.5,110
1.853,448.4,59.72,7.6,111
1.870,443.7,87.73,11.2,112
1.886,437.3,114.0,14.6,113
1.903,429.0,141.0,18.2,114
1.920,420.0,165.0,21.5,115
1.936,409.7,188.9,24.8,116
1.953,399.2,209.8,27.7,117
1.970,387.2,229.5,30.7,118
1.986,375.9,247.7,33.4,119
2.003,364.3,263.4,35.9,120
2.020,353.7,276.2,38.0,121
2.036,344.2,288.6,40.0,122
2.053,335.4,298.7,41.7,123
2.070,327.8,306.8,43.1,124
2.087,321.5,313.0,44.2,125
2.103,316.6,317.4,45.1,126
2.120,313.8,320.3,45.6,127
2.137,311.4,322.9,46.0,128
2.153,312.3,322.4,45.9,129
2.170,314.8,320.2,45.5,130
2.187,318.5,316.4,44.8,131
2.203,324.2,311.2,43.8,132
2.220,330.8,303.8,42.6,133
2.237,339.3,294.8,41.0,134
2.253,349.2,283.5,39.1,135
2.270,359.6,270.5,37.0,136
2.287,370.5,255.5,34.6,137
2.304,381.8,238.4,32.0,138
2.320,393.4,219.0,29.1,139
2.337,404.5,198.6,26.2,140
2.354,415.2,176.2,23.0,141
2.370,425.2,152.0,19.7,142
2.387,433.6,126.1,16.2,143
2.404,441.0,99.41,12.7,144
2.420,446.5,72.52,9.2,145
2.437,450.1,43.92,5.6,146
2.454,452.2,14.94,1.9,147
2.470,452.0,-15.44,-2.0,148
2.487,450.4,-44.70,-5.7,149
2.504,446.6,-73.46,-9.3,150
2.521,441.1,-101.8,-13.0,151
2.537,433.5,-128.7,-16.5,152
2.554,425.2,-154.1,-19.9,153
2.571,415.8,-177.5,-23.1,154
2.587,405.8,-199.3,-26.2,155
2.604,395.3,-219.6,-29.1,156
2.621,384.5,-237.9,-31.8,157
2.637,373.2,-254.1,-34.2,158
2.654,363.0,-268.5,-36.5,159
2.671,353.3,-280.8,-38.5,160
2.687,344.8,-291.4,-40.2,161
2.704,337.8,-299.9,-41.6,162
2.721,331.8,-306.3,-42.7,163
2.738,326.9,-311.3,-43.6,164
2.754,324.0,-314.1,-44.1,165
2.771,322.8,-315.2,-44.3,166
2.788,323.6,-314.7,-44.2,167
2.804,325.7,-312.5,-43.8,168
2.821,329.8,-308.4,-43.1,169
2.838,334.9,-302.7,-42.1,170
2.854,341.5,-295.3,-40.8,171
2.871,349.7,-286.1,-39.3,172
2.888,358.7,-274.8,-37.5,173
2.904,368.8,-261.8,-35.4,174
2.921,379.4,-246.5,-33.0,175
2.938,390.1,-228.9,-30.4,176
2.954,401.2,-209.3,-27.5,177
2.971,411.4,-188.2,-24.6,178
2.988,421.2,-166.2,-21.5,179
3.005,430.5,-142.1,-18.3,180
3.021,437.9,-116.2,-14.9,181
3.038,444.0,-89.65,-11.4,182
3.055,448.5,-61.89,-7.9,183
3.071,451.5,-34.24,-4.3,184
3.088,452.7,-3.455,-0.4,185
3.105,452.0,25.40,3.2,186
3.121,449.2,53.83,6.8,187
3.138,444.6,82.14,10.5,188
3.155,438.3,110.6,14.2,189
3.171,430.7,136.4,17.6,190
3.188,421.6,161.5,21.0,191
3.205,412.1,183.4,24.0,192
3.222,401.7,203.9,26.9,193
3.238,390.9,223.2,29.7,194
3.255,379.8,241.0,32.4,195
3.272,368.8,256.9,34.9,196
3.288,358.7,269.9,37.0,197
3.305,348.8,281.2,38.9,198
3.322,341.1,291.0,40.5,199
3.338,333.7,299.5,41.9,200
3.355,327.3,305.6,43.0,201
3.372,323.1,309.8,43.8,202
3.388,320.1,312.8,44.3,203
3.405,318.9,314.1,44.6,204
3.422,319.5,313.7,44.5,205
3.439,321.3,311.6,44.1,206
3.455,325.3,308.1,43.5,207
3.472,330.4,302.7,42.5,208
3.489,337.3,295.6,41.2,209
3.505,344.9,287.3,39.8,210
3.522,353.9,276.1,38.0,211
3.539,363.9,263.1,35.9,212
3.555,374.4,248.6,33.6,213
3.572,385.3,231.7,31.0,214
3.589,395.7,214.0,28.4,215
3.605,406.5,193.4,25.4,216
3.622,416.4,171.1,22.3,217
3.639,426.0,147.6,19.1,218
3.656,434.2,121.8,15.7,219
3.672,441.0,96.06,12.3,220
3.689,446.4,69.00,8.8,221
3.706,450.0,40.31,5.1,222
3.722,452.0,11.87,1.5,223
3.739,451.8,-19.19,-2.4,224
3.756,449.7,-46.88,-6.0,225
3.772,446.5,-74.43,-9.5,226
3.789,441.0,-102.0,-13.0,227
3.806,434.3,-128.5,-16.5,228
3.822,426.2,-152.4,-19.7,229
3.839,416.9,-175.4,-22.8,230
3.856,407.3,-197.2,-25.8,231
3.873,397.1,-217.3,-28.7,232
3.889,386.9,-235.5,-31.3,233
3.906,376.5,-251.7,-33.8,234
3.923,366.6,-265.4,-35.9,235
3.939,357.4,-277.2,-37.8,236
3.956,349.1,-287.6,-39.5,237
3.973,342.6,-295.6,-40.8,238
3.989,336.9,-302.0,-41.9,239
4.006,332.7,-306.5,-42.7,240
4.023,330.1,-309.1,-43.1,241
4.039,328.7,-310.3,-43.3,242
4.056,329.4,-309.8,-43.2,243
4.073,332.0,-307.2,-42.8,244
4.090,335.7,-303.1,-42.1,245
4.106,340.9,-297.1,-41.1,246
4.123,347.4,-289.6,-39.8,247
4.140,355.0,-280.2,-38.3,248
4.156,363.8,-268.7,-36.5,249
4.173,373.4,-255.6,-34.4,250
4.190,383.6,-240.3,-32.1,251
4.206,393.8,-222.9,-29.5,252
4.223,404.0,-203.6,-26.7,253
4.240,414.1,-182.6,-23.8,254
4.256,423.3,-160.5,-20.8,255
4.273,431.7,-136.4,-17.5,256
4.290,438.8,-111.1,-14.2,257
4.307,444.4,-84.54,-10.8,258
4.323,448.8,-57.49,-7.3,259
4.340,451.3,-29.72,-3.8,260
4.357,452.0,-2.229,-0.3,261
4.373,451.2,27.41,3.5,262
4.390,448.2,55.46,7.1,263
4.407,443.8,83.90,10.7,264
4.423,437.8,109.4,14.0,265
4.440,429.9,136.5,17.6,266
4.457,421.4,159.8,20.8,267
4.473,411.5,182.8,24.0,268
4.490,401.7,202.6,26.8,269
4.507,391.6,220.5,29.4,270
4.524,381.2,237.6,31.9,271
4.540,370.6,253.5,34.4,272
4.557,361.1,266.0,36.4,273
4.574,351.9,277.4,38.2,274
4.590,344.0,287.4,39.9,275
4.607,337.3,294.5,41.1,276
4.624,331.8,300.3,42.2,277
4.640,327.7,304.3,42.9,278
4.657,325.5,306.9,43.3,279
4.674,324.7,307.8,43.5,280
4.690,325.2,306.9,43.3,281
4.707,327.6,304.5,42.9,282
4.724,331.5,300.2,42.2,283
4.741,336.4,295.2,41.3,284
4.757,343.5,287.1,39.9,285
4.774,351.1,278.4,38.4,286
4.791,360.3,267.0,36.5,287
4.807,369.6,254.5,34.6,288
4.824,379.7,239.4,32.2,289
4.841,390.7,221.9,29.6,290
4.857,400.2,204.8,27.1,291
4.874,410.6,184.6,24.2,292
4.891,419.7,162.9,21.2,293
4.907,428.9,138.6,17.9,294
4.924,436.3,114.5,14.7,295
4.941,442.6,88.14,11.3,296
4.958,446.4,65.77,8.4,297
4.974,450.0,36.66,4.7,298
4.991,451.7,7.457,0.9,299
5.008,451.6,-22.84,-2.9,300
5.024,449.3,-48.69,-6.2,301
5.041,445.7,-76.53,-9.7,302
5.058,440.4,-103.5,-13.2,303
5.074,433.7,-128.1,-16.5,304
5.091,425.9,-152.2,-19.7,305
5.108,417.3,-175.3,-22.8,306
5.124,407.4,-195.8,-25.7,307
5.141,398.0,-214.9,-28.4,308
5.158,387.7,-232.6,-31.0,309
5.175,378.5,-248.5,-33.3,310
5.191,368.9,-261.9,-35.4,311
5.208,360.1,-273.8,-37.2,312
5.225,352.3,-282.8,-38.8,313
5.241,345.8,-290.4,-40.0,314
5.258,340.7,-296.5,-41.0,315
5.275,337.4,-300.8,-41.7,316
5.291,335.0,-303.3,-42.2,317
5.308,334.3,-303.9,-42.3,318
5.325,335.3,-302.8,-42.1,319
5.341,337.8,-300.2,-41.6,320
5.358,341.9,-295.5,-40.8,321
5.375,347.1,-289.5,-39.8,322
5.392,353.9,-281.3,-38.5,323
5.408,361.2,-271.3,-36.9,324
5.425,370.1,-259.7,-35.1,325
5.442,379.2,-246.0,-33.0,326
5.458,389.3,-229.9,-30.6,327
5.475,399.2,-212.5,-28.0,328
5.492,409.2,-193.7,-25.3,329
5.508,418.4,-172.4,-22.4,330
5.525,427.0,-149.8,-19.3,331
5.542,435.0,-126.0,-16.1,332
5.558,441.7,-101.3,-12.9,333
5.575,447.0,-75.05,-9.5,334
5.592,450.7,-48.28,-6.1,335
5.609,452.2,-19.71,-2.5,336
5.625,452.7,6.730,0.9,337
5.642,451.2,35.92,4.6,338
5.659,447.4,63.81,8.1,339
5.675,442.6,90.59,11.6,340
5.692,436.2,116.7,15.0,341
5.709,428.9,142.9,18.4,342
5.725,419.7,167.0,21.7,343
5.742,410.3,188.1,24.6,344
5.759,400.3,208.4,27.5,345
5.775,390.0,225.9,30.1,346
5.792,380.7,241.8,32.4,347
5.809,370.5,255.7,34.6,348
5.826,361.4,268.8,36.6,349
5.842,352.7,279.3,38.4,350
5.859,345.6,288.4,39.8,351
5.876,339.3,295.5,41.1,352
5.892,334.4,300.9,42.0,353
5.909,330.6,304.5,42.6,354
5.926,329.0,306.8,43.0,355
5.942,328.6,306.6,43.0,356
5.959,329.8,305.9,42.9,357
5.976,332.3,302.6,42.3,358
5.992,336.5,298.4,41.6,359
6.009,341.9,292.4,40.5,360
6.026,348.5,284.3,39.2,361
6.043,356.8,274.7,37.6,362
6.059,365.2,263.4,35.8,363
6.076,375.1,249.5,33.6,364
6.093,384.7,235.1,31.4,365
6.109,395.4,217.1,28.8,366
6.126,405.0,199.2,26.2,367
6.143,414.9,177.5,23.2,368
6.159,424.3,155.1,20.1,369
6.176,432.5,130.7,16.8,370
6.193,439.2,107.0,13.7,371
6.209,445.5,78.02,9.9,372
6.226,449.4,52.27,6.6,373
6.243,452.0,23.67,3.0,374
6.260,453.0,-6.137,-0.8,375
6.276,452.1,-32.86,-4.2,376
6.293,449.4,-60.42,-7.7,377
6.310,445.5,-86.25,-11.0,378
6.326,440.0,-112.0,-14.3,379
6.343,433.4,-136.3,-17.5,380
6.360,425.9,-159.3,-20.5,381
6.376,417.0,-180.9,-23.5,382
6.393,408.1,-201.0,-26.2,383
6.410,398.5,-219.4,-28.8,384
6.426,388.7,-235.8,-31.2,385
6.443,379.2,-250.4,-33.4,386
6.460,370.5,-263.1,-35.4,387
6.477,362.6,-273.9,-37.1,388
6.493,355.7,-282.5,-38.5,389
6.510,349.9,-289.8,-39.6,390
6.527,345.5,-294.7,-40.5,391
6.543,342.2,-298.0,-41.1,392
6.560,340.5,-300.2,-41.4,393
6.577,340.5,-300.3,-41.4,394
6.593,341.7,-298.5,-41.1,395
6.610,344.7,-294.9,-40.6,396
6.627,348.8,-290.2,-39.8,397
6.643,354.6,-283.3,-38.6,398
6.660,361.2,-274.3,-37.2,399
6.677,368.9,-264.0,-35.6,400
6.694,377.6,-252.2,-33.7,401
6.710,386.9,-238.0,-31.6,402
6.727,396.6,-221.6,-29.2,403
6.744,406.2,-204.0,-26.7,404
6.760,415.5,-184.9,-24.0,405
6.777,424.4,-163.1,-21.0,406
6.794,432.2,-140.9,-18.1,407
6.810,438.9,-117.2,-15.0,408
6.827,445.1,-92.00,-11.7,409
6.844,449.4,-65.93,-8.3,410
6.860,452.6,-39.00,-4.9,411
6.877,453.3,-11.62,-1.5,412
6.894,453.1,14.94,1.9,413
6.911,451.0,43.18,5.5,414
6.927,447.4,69.58,8.8,415
6.944,442.0,96.79,12.4,416
6.961,434.6,125.7,16.1,417
6.977,426.3,150.8,19.5,418
6.994,417.7,173.2,22.5,419
7.011,408.5,193.7,25.4,420
7.027,398.3,213.7,28.2,421
7.044,388.1,232.2,30.9,422
7.061,378.8,246.1,33.0,423
7.077,369.6,260.3,35.2,424
7.094,361.2,271.3,36.9,425
7.111,352.9,282.0,38.6,426
7.128,346.6,289.9,39.9,427
7.144,340.7,296.1,41.0,428
7.161,336.6,301.1,41.8,429
7.178,334.2,303.2,42.2,430
7.194,332.8,304.9,42.5,431
7.211,332.7,304.5,42.5,432
7.228,334.3,302.7,42.2,433
7.244,337.3,299.7,41.6,434
7.261,342.0,294.5,40.7,435
7.278,347.5,288.0,39.7,436
7.294,354.7,279.5,38.2,437
7.311,362.4,269.4,36.6,438
7.328,371.2,257.4,34.7,439
7.345,380.6,243.7,32.6,440
7.361,389.8,228.6,30.4,441
7.378,399.4,211.8,27.9,442
7.395,409.3,192.0,25.1,443
7.411,418.5,170.7,22.2,444
7.428,427.2,148.5,19.2,445
7.445,434.8,124.5,16.0,446
7.461,441.2,98.95,12.6,447
7.478,445.8,73.22,9.3,448
7.495,449.3,45.86,5.8,449
7.511,452.5,8.799,1.1,450
7.528,452.2,-21.45,-2.7,451
7.545,451.0,-44.22,-5.6,452
7.562,447.6,-70.69,-9.0,453
7.578,443.1,-96.27,-12.3,454
7.595,437.3,-120.6,-15.4,455
7.612,430.8,-143.1,-18.4,456
7.628,422.7,-165.6,-21.4,457
7.645,414.3,-185.5,-24.1,458
7.662,405.3,-204.4,-26.8,459
7.678,395.9,-221.8,-29.3,460
7.695,387.2,-237.0,-31.5,461
7.712,378.1,-250.5,-33.5,462
7.728,370.2,-262.2,-35.3,463
7.745,363.2,-272.0,-36.8,464
7.762,356.9,-279.7,-38.1,465
7.779,351.5,-285.8,-39.1,466
7.795,348.1,-290.1,-39.8,467
7.812,345.7,-292.6,-40.2,468
7.829,344.8,-293.7,-40.4,469
7.845,345.4,-293.1,-40.3,470
7.862,347.5,-290.5,-39.9,471
7.879,350.7,-286.6,-39.3,472
7.895,355.4,-280.6,-38.3,473
7.912,361.4,-273.1,-37.1,474
7.929,368.3,-264.1,-35.6,475
7.945,376.2,-252.7,-33.9,476
7.962,384.4,-239.6,-31.9,477
7.979,393.5,-224.6,-29.7,478
7.996,402.7,-207.7,-27.3,479
8.012,411.8,-189.5,-24.7,480
8.029,420.5,-169.2,-21.9,481
8.046,428.4,-148.1,-19.1,482
8.062,435.7,-125.6,-16.1,483
8.079,441.9,-100.9,-12.9,484
8.096,446.5,-75.95,-9.7,485
8.112,450.2,-50.58,-6.4,486
8.129,452.2,-23.34,-3.0,487
8.146,452.6,3.213,0.4,488
8.162,451.1,30.66,3.9,489
8.179,448.4,57.83,7.3,490
8.196,443.7,84.53,10.8,491
8.213,439.0,106.6,13.7,492
8.229,430.8,135.2,17.4,493
8.246,423.1,158.7,20.6,494
8.263,414.2,180.5,23.5,495
8.279,404.8,200.7,26.4,496
8.296,395.7,219.5,29.0,497
8.313,385.6,236.1,31.5,498
8.329,376.7,249.6,33.5,499
8.346,368.0,263.2,35.6,500
8.363,360.1,273.5,37.2,501
8.379,352.9,282.4,38.7,502
8.396,346.9,290.0,39.9,503
8.413,342.1,295.6,40.8,504
8.429,338.7,299.0,41.4,505
8.446,336.5,301.2,41.8,506
8.463,336.1,301.5,41.9,507
8.480,337.0,300.8,41.8,508
8.496,339.5,297.9,41.3,509
8.513,343.6,293.8,40.5,510
8.530,348.2,287.8,39.6,511
8.546,354.5,280.1,38.3,512
8.563,361.7,271.4,36.9,513
8.580,369.6,260.2,35.1,514
8.596,378.7,247.2,33.1,515
8.613,387.9,232.4,30.9,516
8.630,397.1,216.2,28.6,517
8.646,407.1,197.2,25.8,518
8.663,416.1,176.4,23.0,519
8.680,424.9,153.7,19.9,520
8.697,432.5,130.9,16.8,521
8.713,439.0,106.7,13.7,522
8.730,444.7,81.23,10.4,523
8.747,448.2,55.04,7.0,524
8.763,451.0,28.03,3.6,525
8.780,452.6,-6.967,-0.9,526
8.797,451.6,-30.70,-3.9,527
8.813,449.3,-56.42,-7.2,528
8.830,445.6,-82.16,-10.4,529
8.847,440.9,-106.5,-13.6,530
8.863,434.5,-129.9,-16.6,531
8.880,427.2,-150.3,-19.4,532
8.897,419.5,-171.7,-22.3,533
8.914,411.2,-191.1,-24.9,534
8.930,402.5,-209.1,-27.4,535
8.947,393.7,-224.4,-29.7,536
8.964,385.2,-238.7,-31.8,537
8.980,377.2,-251.0,-33.6,538
8.997,369.9,-261.4,-35.2,539
9.014,363.2,-270.2,-36.6,540
9.030,358.2,-276.7,-37.7,541
9.047,353.9,-281.8,-38.5,542
9.064,351.4,-285.0,-39.0,543
9.080,349.8,-286.8,-39.4,544
9.097,349.8,-286.8,-39.3,545
9.114,351.3,-284.9,-39.0,546
9.131,354.1,-281.4,-38.5,547
9.147,357.8,-276.2,-37.7,548
9.164,363.2,-269.2,-36.5,549
9.181,369.3,-260.9,-35.2,550
9.197,376.7,-250.1,-33.6,551
9.214,384.5,-237.7,-31.7,552
9.231,392.9,-223.5,-29.6,553
9.247,401.4,-208.0,-27.4,554
9.264,410.2,-190.7,-24.9,555
9.281,418.8,-171.5,-22.3,556
9.297,426.6,-151.3,-19.5,557
9.314,433.6,-129.3,-16.6,558
9.331,439.7,-106.5,-13.6,559
9.348,444.5,-81.96,-10.4,560
9.364,448.8,-57.20,-7.3,561
9.381,451.0,-31.39,-4.0,562
9.398,451.9,-4.897,-0.6,563
9.414,451.8,20.11,2.5,564
9.431,449.1,47.98,6.1,565
9.448,445.4,74.46,9.5,566
9.464,440.9,96.87,12.4,567
9.481,434.3,122.4,15.7,568
9.498,427.0,146.5,18.9,569
9.514,418.6,167.5,21.8,570
9.531,410.2,187.2,24.5,571
9.548,401.0,205.6,27.1,572
9.565,391.8,222.2,29.6,573
9.581,383.6,236.5,31.7,574
9.598,375.1,248.8,33.6,575
9.615,367.7,259.5,35.2,576
9.631,361.2,268.9,36.7,577
9.648,354.9,276.8,38.0,578
9.665,350.2,282.7,38.9,579
9.681,346.3,286.7,39.6,580
9.698,343.8,289.9,40.1,581
9.715,343.1,291.1,40.3,582
9.731,343.7,290.0,40.2,583
9.748,345.5,288.0,39.8,584
9.765,349.1,283.7,39.1,585
9.782,353.2,278.7,38.3,586
9.798,359.3,271.1,37.0,587
9.815,366.0,262.3,35.6,588
9.832,373.4,251.9,34.0,589
9.848,381.7,239.6,32.1,590
9.865,390.1,226.1,30.1,591
9.882,399.3,209.6,27.7,592
9.898,408.4,191.7,25.1,593
9.915,417.0,173.3,22.6,594
9.932,425.3,152.3,19.7,595
9.948,432.6,129.4,16.7,596
9.965,439.2,106.1,13.6,597
9.982,444.5,81.02,10.3,598
9.999,448.4,56.85,7.2,599
10.015,451.7,29.41,3.7,600
10.032,452.9,2.530,0.3,601
10.049,452.6,-22.90,-2.9,602
10.065,450.5,-48.75,-6.2,603
10.082,447.5,-73.83,-9.4,604
10.099,442.9,-97.58,-12.4,605
10.115,437.3,-121.0,-15.5,606
10.132,430.7,-142.6,-18.3,607
10.149,423.5,-163.1,-21.1,608
10.165,415.8,-182.6,-23.7,609
10.182,407.0,-200.7,-26.3,610
10.199,398.9,-216.4,-28.5,611
10.216,391.1,-230.5,-30.5,612
10.232,383.1,-243.8,-32.5,613
10.249,375.9,-254.5,-34.1,614
10.266,369.4,-263.4,-35.5,615
10.282,364.2,-270.6,-36.6,616
10.299,359.8,-276.5,-37.5,617
10.316,356.8,-279.8,-38.1,618
10.332,355.0,-281.8,-38.4,619
10.349,354.6,-282.5,-38.5,620
10.366,355.6,-281.1,-38.3,621
10.382,357.9,-278.0,-37.8,622
10.399,361.4,-273.3,-37.1,623
10.416,366.1,-266.9,-36.1,624
10.433,372.1,-259.2,-34.9,625
10.449,378.8,-249.2,-33.3,626
10.466,386.1,-237.7,-31.6,627
10.483,394.4,-224.3,-29.6,628
10.499,402.4,-209.1,-27.5,629
10.516,410.9,-192.3,-25.1,630
10.533,419.4,-174.1,-22.5,631
10.549,427.0,-154.1,-19.8,632
10.566,433.7,-132.8,-17.0,633
10.583,439.9,-110.6,-14.1,634
10.599,444.7,-86.98,-11.1,635
10.616,449.0,-63.03,-8.0,636
10.633,451.9,-37.93,-4.8,637
10.650,452.9,-12.46,-1.6,638
10.666,452.8,13.01,1.6,639
10.683,451.2,38.20,4.8,640
10.700,447.5,66.21,8.4,641
10.716,442.9,91.30,11.6,642
10.733,437.1,114.8,14.7,643
10.750,430.7,137.4,17.7,644
10.766,423.4,158.0,20.5,645
10.783,415.0,178.2,23.2,646
10.800,406.5,196.0,25.7,647
10.816,397.6,213.6,28.3,648
10.833,389.4,228.0,30.4,649
10.850,380.9,241.1,32.3,650
10.867,373.6,252.2,34.0,651
10.883,366.8,261.4,35.5,652
10.900,360.7,269.9,36.8,653
10.917,355.7,275.9,37.8,654
10.933,352.1,280.7,38.6,655
10.950,349.5,283.8,39.1,656
10.967,348.0,284.9,39.3,657
10.983,348.2,284.8,39.3,658
11.000,350.1,282.9,38.9,659
11.017,353.0,279.8,38.4,660
11.033,356.8,274.8,37.6,661
11.050,362.2,267.8,36.5,662
11.067,368.5,259.5,35.2,663
