,mass A,,
t,θ,frame,
2.187,-46.4,131
2.203,-44.5,132
2.220,-42.4,133
2.237,-40.1,134
2.253,-37.5,135
2.270,-34.7,136
2.287,-31.5,137
2.304,-28.3,138
2.320,-24.8,139
2.337,-21.2,140
2.354,-17.4,141
2.370,-13.6,142
2.387,-9.6,143
2.404,-5.5,144
2.420,-1.0,145
2.437,3.4,146
2.454,7.5,147
2.470,11.5,148
2.487,15.6,149
2.504,19.4,150
2.520,23.1,151
2.537,26.7,152
2.554,30.0,153
2.571,33.2,154
2.587,36.1,155
2.604,38.9,156
2.621,41.4,157
2.637,43.6,158
2.654,45.5,159
2.671,47.2,160
2.687,48.6,161
2.704,49.7,162
2.721,50.4,163
2.737,50.9,164
2.754,51.0,165
2.771,50.8,166
2.788,50.3,167
2.804,49.5,168
2.821,48.5,169
2.838,47.1,170
2.854,45.4,171
2.871,43.5,172
2.888,41.2,173
2.904,38.7,174
2.921,35.9,175
2.938,33.1,176
2.954,29.9,177
2.971,26.5,178
2.988,23.1,179
3.005,19.5,180
3.021,15.8,181
3.038,11.9,182
3.055,7.8,183
3.071,3.7,184
3.088,-0.7,185
3.105,-4.4,186
3.121,-8.4,187
3.138,-12.3,188
3.155,-16.1,189
3.171,-19.8,190
3.188,-23.4,191
3.205,-26.8,192
3.222,-30.0,193
3.238,-33.1,194
3.255,-35.8,195
3.272,-38.4,196
3.288,-40.7,197
3.305,-42.7,198
3.322,-44.5,199
3.338,-45.9,200
3.355,-47.1,201
3.372,-48.0,202
3.388,-48.6,203
3.405,-48.8,204
3.422,-48.8,205
3.439,-48.4,206
3.455,-47.7,207
3.472,-46.7,208
3.489,-45.4,209
3.505,-43.9,210
3.522,-42.0,211
3.539,-39.9,212
3.555,-37.5,213
3.572,-34.8,214
3.589,-31.9,215
3.605,-28.8,216
3.622,-25.5,217
3.639,-22.1,218
3.656,-18.5,219
3.672,-14.8,220
3.689,-10.9,221
3.706,-7.0,222
3.722,-3.1,223
3.739,0.7,224
3.756,4.7,225
3.772,8.7,226
3.789,12.6,227
3.806,16.5,228
3.822,20.2,229
3.839,23.8,230
3.856,27.1,231
3.873,30.4,232
3.889,33.4,233
3.906,36.1,234
3.923,38.8,235
3.939,41.2,236
3.956,43.2,237
3.973,45.1,238
3.989,46.6,239
4.006,47.8,240
4.023,48.7,241
4.039,49.3,242
4.056,49.7,243
4.073,49.7,244
4.090,49.4,245
4.106,48.8,246
4.123,47.9,247
4.140,46.8,248
4.156,45.3,249
4.173,43.5,250
4.190,41.5,251
4.206,39.2,252
4.223,36.6,253
4.240,33.9,254
4.256,30.9,255
4.273,27.5,256
4.290,24.3,257
4.307,20.9,258
4.323,17.2,259
4.340,13.5,260
4.357,9.7,261
4.373,5.8,262
4.390,2.0,263
4.407,-1.8,264
4.423,-5.9,265
4.440,-9.7,266
4.457,-13.5,267
4.473,-17.1,268
4.490,-20.7,269
4.507,-24.1,270
4.524,-27.4,271
4.540,-30.5,272
4.557,-33.4,273
4.574,-36.1,274
4.590,-38.5,275
4.607,-40.6,276
4.624,-42.5,277
4.640,-44.1,278
4.657,-45.5,279
4.674,-46.5,280
4.690,-47.2,281
4.707,-47.6,282
4.724,-47.7,283
4.741,-47.5,284
4.757,-46.9,285
4.774,-46.1,286
4.791,-45.0,287
4.807,-43.5,288
4.824,-41.8,289
4.841,-39.9,290
4.857,-37.6,291
4.874,-35.1,292
4.891,-32.3,293
4.907,-29.4,294
4.924,-26.3,295
4.941,-22.9,296
4.958,-19.5,297
4.974,-15.9,298
4.991,-12.2,299
5.008,-8.4,300
5.024,-4.5,301
5.041,-0.6,302
5.058,3.3,303
5.074,7.2,304
5.091,10.9,305
5.108,14.6,306
5.124,18.2,307
5.141,21.8,308
5.158,25.4,309
5.175,28.5,310
5.191,31.5,311
5.208,34.2,312
5.225,36.9,313
5.241,39.3,314
5.258,41.4,315
5.275,43.4,316
5.291,44.9,317
5.308,46.4,318
5.325,47.4,319
5.341,48.2,320
5.358,48.7,321
5.375,48.8,322
5.392,48.6,323
5.408,48.2,324
5.425,47.4,325
5.442,46.4,326
5.458,45.1,327
5.475,43.5,328
5.492,41.6,329
5.508,39.3,330
5.525,37.0,331
5.542,34.4,332
5.558,31.5,333
5.575,28.5,334
5.592,25.3,335
5.609,22.1,336
5.625,18.5,337
5.642,14.7,338
5.659,10.9,339
5.675,7.3,340
5.692,3.3,341
5.709,-0.7,342
5.725,-4.2,343
5.742,-8.0,344
5.759,-11.8,345
5.775,-15.4,346
5.792,-18.9,347
5.809,-22.3,348
5.826,-25.6,349
5.842,-28.7,350
5.859,-31.7,351
5.876,-34.3,352
5.892,-36.8,353
5.909,-38.9,354
5.926,-40.9,355
5.942,-42.5,356
5.959,-44.0,357
5.976,-45.0,358
5.992,-45.8,359
6.009,-46.3,360
6.026,-46.4,361
6.043,-46.3,362
6.059,-45.9,363
6.076,-45.2,364
6.093,-44.2,365
6.109,-42.9,366
6.126,-41.3,367
6.143,-39.4,368
6.159,-37.2,369
6.176,-34.9,370
6.193,-32.2,371
6.209,-29.4,372
6.226,-26.4,373
6.243,-23.2,374
6.260,-19.8,375
6.276,-16.3,376
6.293,-12.8,377
6.310,-9.0,378
6.326,-5.3,379
6.343,-1.5,380
6.360,2.3,381
6.376,6.1,382
6.393,10.0,383
6.410,13.7,384
6.426,17.1,385
6.443,20.5,386
6.460,23.7,387
6.477,26.7,388
6.493,29.8,389
6.510,32.7,390
6.527,35.3,391
6.543,37.6,392
6.560,39.9,393
6.577,41.8,394
6.593,43.4,395
6.610,44.8,396
6.627,45.9,397
6.643,46.7,398
6.660,47.3,399
6.677,47.5,400
6.694,47.3,401
6.710,47.0,402
6.727,46.2,403
6.744,45.3,404
6.760,44.1,405
6.777,42.6,406
6.794,40.8,407
6.810,38.7,408
6.827,36.3,409
6.844,33.8,410
6.860,31.2,411
6.877,28.3,412
6.894,25.1,413
6.911,21.9,414
6.927,18.4,415
6.944,14.9,416
6.961,11.2,417
6.977,7.4,418
6.994,3.8,419
7.011,0.2,420
7.027,-3.6,421
7.044,-7.5,422
7.061,-11.1,423
7.077,-14.5,424
7.094,-18.0,425
7.111,-21.4,426
7.128,-24.6,427
7.144,-27.6,428
7.161,-30.5,429
7.178,-33.2,430
7.194,-35.5,431
7.211,-37.7,432
7.228,-39.6,433
7.244,-41.3,434
7.261,-42.7,435
7.278,-43.8,436
7.294,-44.6,437
7.311,-45.1,438
7.328,-45.3,439
7.344,-45.2,440
7.361,-44.8,441
7.378,-44.1,442
7.395,-43.1,443
7.411,-41.9,444
7.428,-40.3,445
7.445,-38.5,446
7.461,-36.4,447
7.478,-34.1,448
7.495,-31.5,449
7.511,-28.8,450
7.528,-25.9,451
7.545,-22.8,452
7.561,-19.6,453
7.578,-16.2,454
7.595,-12.7,455
7.612,-9.1,456
7.628,-5.5,457
7.645,-1.7,458
7.662,2.0,459
7.678,5.6,460
7.695,9.5,461
7.712,13.1,462
7.728,16.7,463
7.745,20.2,464
7.762,23.5,465
7.778,26.7,466
7.795,29.6,467
7.812,32.4,468
7.829,35.0,469
7.845,37.3,470
7.862,39.4,471
7.879,41.2,472
7.895,42.7,473
7.912,44.2,474
7.929,45.1,475
7.945,45.9,476
7.962,46.4,477
7.979,46.5,478
7.995,46.4,479
8.012,46.0,480
8.029,45.4,481
8.046,44.5,482
8.062,43.2,483
8.079,41.7,484
8.096,39.9,485
8.112,37.8,486
8.129,35.6,487
8.146,33.0,488
8.162,30.3,489
8.179,27.3,490
8.196,24.3,491
8.212,21.1,492
8.229,17.6,493
8.246,14.4,494
8.263,10.8,495
8.279,7.3,496
8.296,3.4,497
8.313,-0.5,498
8.329,-4.0,499
8.346,-7.5,500
8.363,-11.1,501
8.379,-14.6,502
8.396,-17.9,503
8.413,-21.1,504
8.429,-24.2,505
8.446,-27.2,506
8.463,-30.0,507
8.480,-32.5,508
8.496,-34.9,509
8.513,-36.9,510
8.530,-38.8,511
8.546,-40.5,512
