,mass A,,
t,θ,frame,
2.871,-38.0,172
2.888,-40.0,173
2.904,-35.2,174
2.921,-15.1,175
2.938,-23.9,176
2.954,-23.9,177
2.971,-19.4,178
2.988,4.1,179
3.005,-5.7,180
3.021,-10.4,181
3.038,-0.8,182
3.055,21.9,183
3.071,13.3,184
3.088,8.7,185
3.105,17.7,186
3.121,35.2,187
3.138,29.5,188
3.155,25.9,189
3.171,32.7,190
3.188,32.7,191
3.205,39.0,192
3.222,37.4,193
3.238,37.3,194
3.255,40.0,195
3.272,40.6,196
3.288,40.5,197
3.305,39.9,198
3.322,38.7,199
3.338,37.0,200
3.355,34.7,201
3.372,31.9,202
3.388,28.8,203
3.405,25.2,204
3.422,21.4,205
3.439,17.6,206
3.455,13.2,207
3.472,9.0,208
3.489,4.4,209
3.505,-0.4,210
3.522,-5.2,211
3.539,-10.0,212
3.555,-14.6,213
3.572,-19.1,214
3.589,-23.2,215
3.605,-27.1,216
3.622,-30.5,217
3.639,-33.5,218
3.656,-36.2,219
3.672,-38.1,220
3.689,-39.6,221
3.706,-40.3,222
3.722,-40.6,223
3.739,-40.3,224
3.756,-39.4,225
3.772,-38.0,226
3.789,-35.8,227
3.806,-33.3,228
3.822,-30.2,229
3.839,-26.8,230
3.856,-23.0,231
3.873,-18.7,232
3.889,-14.2,233
3.906,-9.7,234
3.923,-5.0,235
3.939,-0.3,236
3.956,4.4,237
3.973,9.1,238
3.989,13.8,239
4.006,18.0,240
4.023,22.0,241
4.039,25.8,242
4.056,29.3,243
4.073,32.4,244
4.090,36.8,245
4.106,39.2,246
4.123,40.9,247
4.140,42.2,248
4.156,42.8,249
4.173,42.7,250
4.190,42.2,251
4.206,40.9,252
4.223,39.1,253
4.240,36.8,254
4.256,34.0,255
4.273,30.2,256
4.290,27.1,257
4.307,22.8,258
4.323,18.5,259
4.340,14.0,260
4.357,9.1,261
4.373,4.1,262
4.390,-0.7,263
4.407,-5.6,264
4.423,-10.3,265
4.440,-15.1,266
4.457,-19.6,267
4.473,-23.6,268
4.490,-27.4,269
4.507,-30.7,270
4.523,-33.3,271
4.540,-35.7,272
4.557,-37.4,273
4.574,-38.6,274
4.590,-39.3,275
4.607,-39.2,276
4.624,-38.7,277
4.640,-37.6,278
4.657,-36.1,279
4.674,-33.9,280
4.690,-31.1,281
4.707,-28.1,282
4.724,-24.5,283
4.740,-20.7,284
4.757,-16.5,285
4.774,-12.0,286
4.791,-7.4,287
4.807,-2.8,288
4.824,2.1,289
4.841,6.7,290
4.857,11.4,291
4.874,15.8,292
4.891,20.2,293
4.907,24.4,294
4.924,28.1,295
4.941,31.5,296
4.957,34.6,297
4.974,37.0,298
4.991,38.9,299
5.008,40.4,300
5.024,41.1,301
5.041,41.4,302
5.058,41.1,303
5.074,40.3,304
5.091,38.8,305
5.108,36.9,306
5.124,34.5,307
5.141,31.6,308
5.158,28.3,309
5.174,24.6,310
5.191,20.6,311
5.208,16.4,312
5.225,11.7,313
5.241,7.1,314
5.258,2.0,315
5.275,-2.7,316
5.291,-7.6,317
5.308,-12.0,318
5.325,-16.5,319
5.341,-20.5,320
5.358,-24.5,321
5.375,-27.9,322
5.391,-30.9,323
5.408,-33.4,324
5.425,-35.5,325
5.442,-37.0,326
5.458,-38.0,327
5.475,-38.2,328
5.492,-38.2,329
5.508,-37.5,330
5.525,-36.3,331
5.542,-34.4,332
5.558,-32.2,333
5.575,-29.4,334
5.592,-26.2,335
5.608,-22.6,336
5.625,-18.9,337
5.642,-14.7,338
5.659,-10.6,339
5.675,-6.1,340
5.692,-1.7,341
5.709,2.8,342
5.725,6.9,343
5.742,11.2,344
5.759,15.4,345
5.775,19.4,346
5.792,23.0,347
5.809,27.9,348
5.825,31.2,349
5.842,34.0,350
5.859,36.3,351
5.876,38.0,352
5.892,39.3,353
5.909,39.8,354
5.926,39.7,355
5.942,39.3,356
5.959,38.5,357
5.976,36.6,358
5.992,34.6,359
6.009,32.2,360
6.026,29.0,361
6.042,25.7,362
6.059,21.9,363
6.076,17.4,364
6.093,13.1,365
6.109,8.6,366
6.126,3.9,367
6.143,-0.6,368
6.159,-5.2,369
6.176,-9.6,370
6.193,-13.9,371
6.209,-17.9,372
6.226,-22.0,373
6.243,-25.5,374
6.259,-28.8,375
6.276,-31.6,376
6.293,-33.8,377
6.310,-35.5,378
6.326,-36.7,379
6.343,-37.4,380
6.360,-37.3,381
6.376,-37.0,382
6.393,-35.9,383
6.410,-34.4,384
6.426,-32.2,385
6.443,-29.9,386
6.460,-26.7,387
6.476,-23.6,388
6.493,-19.9,389
6.510,-15.9,390
6.527,-11.8,391
6.543,-7.6,392
6.560,-3.2,393
6.577,1.3,394
6.593,5.7,395
6.610,9.3,396
6.627,14.3,397
6.643,18.3,398
6.660,22.2,399
6.677,25.8,400
6.693,29.4,401
6.710,32.2,402
6.727,34.7,403
6.744,36.5,404
6.760,37.9,405
6.777,38.7,406
6.794,38.9,407
6.810,38.7,408
6.827,37.9,409
6.844,36.6,410
6.860,34.8,411
6.877,32.4,412
6.894,29.6,413
6.910,26.5,414
6.927,23.1,415
6.944,19.1,416
6.961,14.9,417
6.977,10.5,418
6.994,5.9,419
7.011,1.6,420
7.027,-2.8,421
7.044,-7.3,422
7.061,-11.6,423
7.077,-15.7,424
7.094,-19.6,425
7.111,-23.2,426
7.127,-26.4,427
7.144,-29.3,428
7.161,-31.8,429
7.178,-33.7,430
7.194,-35.1,431
7.211,-36.0,432
7.228,-36.1,433
7.244,-35.9,434
7.261,-35.2,435
7.278,-34.0,436
7.294,-32.1,437
7.311,-29.9,438
